0.127,0.506,99.367,0.0,0.0,0.0,0.0,23285760.0,162.0,136.0,0.0,0.0,119.500,230.500,04-06 11:48:46,0.140,0.110,0.110,1184985088.0,128360448.0,1410715648.0,5514772480.0,0.0,25.0,0.0,8191471616.0,1496602126.890
0.125,0.0,99.749,0.125,0.0,0.0,0.0,12288.0,21.0,0.0,0.0,0.0,65.0,136.0,04-06 11:48:48,0.140,0.110,0.110,1185136640.0,128368640.0,1410715648.0,5514612736.0,0.0,1.0,0.0,8191471616.0,1496602128.890
0.500,0.125,99.375,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,68.0,198.500,04-06 11:48:50,0.130,0.110,0.110,1185103872.0,128368640.0,1410715648.0,5514645504.0,0.0,0.0,0.0,8191471616.0,1496602130.890
0.375,0.125,99.375,0.125,0.0,0.0,0.0,26624.0,48.0,31.0,0.0,0.0,84.500,151.0,04-06 11:48:52,0.130,0.110,0.110,1185103872.0,128368640.0,1410715648.0,5514645504.0,0.0,0.500,0.0,8191471616.0,1496602132.890
0.251,0.0,99.749,0.0,0.0,0.0,0.0,12288.0,153.0,142.0,0.0,0.0,69.0,114.500,04-06 11:48:54,0.130,0.110,0.110,1185128448.0,128376832.0,1410715648.0,5514612736.0,0.0,1.0,0.0,8191471616.0,1496602134.890
0.251,0.125,99.624,0.0,0.0,0.0,0.0,0.0,141.0,136.0,0.0,0.0,71.0,216.500,04-06 11:48:56,0.120,0.110,0.110,1185001472.0,128376832.0,1410715648.0,5514739712.0,0.0,0.0,0.0,8191471616.0,1496602136.890


"Host:","jguiang-MacBookPro",,,,"User:","jguiang"
"Cmdline:","dstat -cdngytlmrs --float --nocolor -T --output dsout.csv 45",,,,"Date:","04 Jun 2017 13:31:26 PDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"system","load avg",,,"memory usage",,,,"io/total",,"swap",,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","time","1m","5m","15m","used","buff","cach","free","read","writ","used","free","epoch"
5.441,1.724,92.443,0.358,0.0,0.035,126220.568,11141944.201,0.0,0.0,0.0,0.0,779.942,3033.979,04-06 13:31:26,0.190,0.210,0.190,1860919296.0,137388032.0,1508700160.0,4731826176.0,5.849,3.227,0.0,8191471616.0,1496608286.974


"Host:","jguiang-MacBookPro",,,,"User:","jguiang"
"Cmdline:","dstat -cdngytlmrs --float --nocolor -T --output dsout.csv 2",,,,"Date:","04 Jun 2017 13:31:39 PDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"system","load avg",,,"memory usage",,,,"io/total",,"swap",,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","time","1m","5m","15m","used","buff","cach","free","read","writ","used","free","epoch"
5.435,1.723,92.449,0.358,0.0,0.035,126006.992,11123092.709,0.0,0.0,0.0,0.0,779.321,3034.185,04-06 13:31:39,0.160,0.200,0.180,1857933312.0,137396224.0,1485266944.0,4758237184.0,5.839,3.222,0.0,8191471616.0,1496608299.724
3.567,2.091,93.973,0.369,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,541.500,3662.500,04-06 13:31:41,0.150,0.200,0.180,1858805760.0,137396224.0,1485262848.0,4757368832.0,0.0,0.0,0.0,8191471616.0,1496608301.726
2.122,1.373,95.506,0.999,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,384.0,3099.0,04-06 13:31:43,0.150,0.200,0.180,1858625536.0,137396224.0,1485918208.0,4756893696.0,0.0,0.0,0.0,8191471616.0,1496608303.726
2.146,1.010,93.813,3.030,0.0,0.0,0.0,6144.0,21.0,0.0,0.0,0.0,573.500,3750.500,04-06 13:31:45,0.140,0.190,0.180,1859215360.0,137404416.0,1485701120.0,4756512768.0,0.0,1.0,0.0,8191471616.0,1496608305.726
1.761,0.881,96.981,0.377,0.0,0.0,0.0,12288.0,84.0,0.0,0.0,0.0,472.500,3111.0,04-06 13:31:47,0.140,0.190,0.180,1859477504.0,137404416.0,1483788288.0,4758163456.0,0.0,0.500,0.0,8191471616.0,1496608307.726
2.503,1.126,93.867,2.503,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,533.0,3524.0,04-06 13:31:49,0.140,0.190,0.180,1859411968.0,137404416.0,1483788288.0,4758228992.0,0.0,0.0,0.0,8191471616.0,1496608309.726
1.134,1.259,97.229,0.378,0.0,0.0,0.0,34816.0,105.0,0.0,0.0,0.0,267.500,2666.0,04-06 13:31:51,0.120,0.190,0.180,1859534848.0,137412608.0,1483689984.0,4758196224.0,0.0,6.0,0.0,8191471616.0,1496608311.726
2.522,1.639,91.425,4.414,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,759.500,4526.500,04-06 13:31:53,0.120,0.190,0.180,1859600384.0,137412608.0,1483591680.0,4758228992.0,0.0,0.0,0.0,8191471616.0,1496608313.726
1.256,0.879,97.739,0.126,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,241.0,2591.500,04-06 13:31:55,0.110,0.190,0.180,1859592192.0,137412608.0,1483599872.0,4758228992.0,0.0,0.0,0.0,8191471616.0,1496608315.726


"Host:","jguiang-MacBookPro",,,,"User:","jguiang"
"Cmdline:","dstat -cdngytlmrs --float --nocolor -T --output dsout.csv 45",,,,"Date:","04 Jun 2017 14:29:53 PDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"system","load avg",,,"memory usage",,,,"io/total",,"swap",,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","time","1m","5m","15m","used","buff","cach","free","read","writ","used","free","epoch"
4.440,1.443,93.760,0.330,0.0,0.027,86089.916,7606572.751,0.0,0.0,0.0,0.0,639.879,2746.443,04-06 14:29:53,0.080,0.100,0.090,1790849024.0,140587008.0,1480695808.0,4826701824.0,3.989,2.456,0.0,8191471616.0,1496611793.492


"Host:","jguiang-MacBookPro",,,,"User:","jguiang"
"Cmdline:","dstat -cdngytlmrs --float --nocolor -T --output dsout.csv 45",,,,"Date:","04 Jun 2017 15:16:22 PDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"system","load avg",,,"memory usage",,,,"io/total",,"swap",,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","time","1m","5m","15m","used","buff","cach","free","read","writ","used","free","epoch"
3.807,1.272,94.585,0.313,0.0,0.024,68830.990,6072942.830,0.0,0.0,0.0,0.0,563.522,2437.500,04-06 15:16:22,0.040,0.100,0.080,1828270080.0,142405632.0,1494654976.0,4773502976.0,3.185,2.049,0.0,8191471616.0,1496614582.229
